case_id,distance,edges,emergency,exact,found,nodes,oracle,path_distance,ratio,seed,solver,steps,strategy,time_ms,topology,valid,within10,work
43,38.0,565,False,True,True,343,False,38.0,1.0,1,bidir,296,,4.3581729996731156,random_obstacles,True,True,990
43,38.0,565,False,True,True,343,False,38.0,1.0,1,astar,316,,1.9593560000430443,random_obstacles,True,True,1055
43,38.0,565,False,True,True,343,False,38.0,1.0,1,dg5_clean,151,,2.903266000430449,random_obstacles,True,True,1621
43,38.0,565,False,True,True,343,False,38.0,1.0,1,dg6,4,geometric_corridor,1.7843229998106835,random_obstacles,True,True,155
44,38.0,577,False,True,True,350,False,38.0,1.0,2,dijkstra,350,,2.2269279997999547,random_obstacles,True,True,1152
44,38.0,577,False,True,True,350,False,38.0,1.0,2,bidir,310,,4.153995999331528,random_obstacles,True,True,1025
44,38.0,577,False,True,True,350,False,38.0,1.0,2,astar,327,,2.1478290000231937,random_obstacles,True,True,1087
44,38.0,577,False,True,True,350,False,38.0,1.0,2,dg5_clean,173,,3.3912389999386505,random_obstacles,True,True,1674
44,38.0,577,False,True,True,350,False,38.0,1.0,2,dg6,4,geometric_corridor,1.762820000294596,random_obstacles,True,True,158
45,78.0,2349,False,True,True,1388,False,78.0,1.0,0,dijkstra,1388,,12.416169000061927,random_obstacles,True,True,4696
45,78.0,2349,False,True,True,1388,False,78.0,1.0,0,bidir,1311,,23.667846000535064,random_obstacles,True,True,4451
45,78.0,2349,False,True,True,1388,False,78.0,1.0,0,astar,1345,,15.667948000555043,random_obstacles,True,True,4573
45,78.0,2349,False,True,True,1388,False,78.0,1.0,0,dg5_clean,141,,10.477273999640602,random_obstacles,True,True,6225
